sale_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;price_sold;base_price;brand;category;model;size;color;is_best_seller
V1025266498;2024-01-19;17:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0046;M;48;True;0;5;P030;49,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6197156349;2024-01-01;17:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0060;F;25;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6197156349;2024-01-01;17:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0060;F;25;True;0;5;G030;40,0;40,0;Tee-short;Tee-short;Tee-short;S;None;False
V8916468563;2024-01-01;13:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0240;M;25;True;0;15;P034;150,25;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V7369649236;2024-01-03;10:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0049;M;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8885963677;2024-01-29;18:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0166;F;33;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8885963677;2024-01-29;18:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0166;F;33;True;0;5;G030;10,0;10,0;Lunettes;Lunettes;Lunettes;S;None;False
V3807553297;2024-01-04;11:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0192;M;23;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V8391220245;2024-01-29;18:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0162;M;33;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V8391220245;2024-01-29;18:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0162;M;33;True;0;11;G037;40,0;40,0;Tee-short;Tee-short;Tee-short;L;None;False
V1111189638;2024-01-02;14:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0105;M;37;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V6089786891;2024-01-16;12:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6089786891;2024-01-16;12:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;5;G030;20,0;20,0;Bonnet;Bonnet;Bonnet;L;None;False
V5311201316;2024-01-30;09:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0041;F;32;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V6338771458;2024-01-16;11:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0263;M;38;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6338771458;2024-01-16;11:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0263;M;38;False;0;0;G037;20,0;20,0;Bonnet;Bonnet;Bonnet;L;None;False
V4327192755;2024-01-24;18:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0028;M;35;False;0;0;P031;88,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V5499818015;2024-01-19;12:02;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0262;F;55;True;0;5;P030;53,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5499818015;2024-01-19;12:02;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0262;F;55;True;0;5;G030;40,0;40,0;Bonnet;Bonnet;Bonnet;S;None;False
V1368447257;2024-01-19;09:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0294;F;43;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V2357074100;2024-01-26;14:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0227;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7077998169;2024-01-18;16:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0005;F;28;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V8510350818;2024-01-11;10:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0245;M;30;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V6221404770;2024-01-08;15:22;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0113;M;63;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9742747002;2024-02-05;13:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0038;M;33;True;10;11;P037;113,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V9742747002;2024-02-05;13:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0038;M;33;True;10;11;G037;10,0;10,0;Tee-short;Tee-short;Tee-short;L;None;False
V2896851414;2024-02-21;13:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0002;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2896851414;2024-02-21;13:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0002;F;42;True;0;5;G030;30,0;30,0;Echarpe;Echarpe;Echarpe;XL;None;False
V4804380041;2024-02-09;17:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0008;F;42;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V7239515613;2024-02-26;14:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0242;F;38;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V3288221107;2024-02-21;10:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0193;M;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3288221107;2024-02-21;10:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0193;M;46;True;0;5;G030;40,0;40,0;Bonnet;Bonnet;Bonnet;S;None;False
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;False;0;0;G030;20,0;20,0;Tee-short;Tee-short;Tee-short;L;None;False
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;False;0;0;G030;40,0;40,0;Echarpe;Echarpe;Echarpe;L;None;False
V2998869423;2024-02-21;11:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0070;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2998869423;2024-02-21;11:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0070;F;40;True;0;5;G030;30,0;30,0;Lacets;Lacets;Lacets;XS;None;False
V5141623342;2024-02-22;15:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0203;M;33;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V5141623342;2024-02-22;15:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0203;M;33;False;0;0;G040;20,0;20,0;Lacets;Lacets;Lacets;S;None;False
V1034881250;2024-02-17;14:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0018;M;36;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V1034881250;2024-02-17;14:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0018;M;36;True;0;11;G037;30,0;30,0;Echarpe;Echarpe;Echarpe;XS;None;False
V1342276356;2024-02-17;15:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0278;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1342276356;2024-02-17;15:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0278;F;42;True;0;5;G030;10,0;10,0;Bonnet;Bonnet;Bonnet;S;None;False
V4792806609;2024-02-03;18:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0155;M;60;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2016530893;2024-02-05;14:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0115;M;36;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7363929408;2024-02-19;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0061;M;42;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7104339260;2024-02-02;11:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0093;M;33;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V9144466887;2024-02-01;12:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0232;F;44;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9144466887;2024-02-01;12:51;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0232;F;44;False;0;0;G030;40,0;40,0;Bonnet;Bonnet;Bonnet;M;None;False
V2498752310;2024-02-21;18:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6370143966;2024-02-20;14:41;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0218;M;35;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6395810355;2024-02-23;17:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0089;F;32;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6395810355;2024-02-23;17:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0089;F;32;True;0;5;G030;20,0;20,0;Bonnet;Bonnet;Bonnet;XS;None;False
V9146091911;2024-02-19;11:29;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0260;F;54;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V4403225849;2024-02-21;10:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0013;F;32;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2356222737;2024-02-07;14:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0159;M;33;True;0;5;P030;52,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6421839197;2024-02-07;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0045;M;38;False;0;0;P031;114,19;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V2166062707;2024-02-12;14:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0094;M;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1821573081;2024-02-25;12:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0291;F;48;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V5963507899;2024-02-26;10:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0062;M;52;True;0;15;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V7500852821;2024-02-10;09:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0078;F;34;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V7500852821;2024-02-10;09:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0078;F;34;False;0;0;G010;10,0;10,0;Bonnet;Bonnet;Bonnet;S;None;False
V7230513233;2024-02-03;15:03;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0100;F;39;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V3371662383;2024-02-10;11:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0241;F;41;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3371662383;2024-02-10;11:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0241;F;41;True;0;5;G030;20,0;20,0;Lunettes;Lunettes;Lunettes;M;None;False
V3371662383;2024-02-10;11:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0241;F;41;True;0;5;G030;20,0;20,0;Lacets;Lacets;Lacets;XS;None;False
V4212884089;2024-02-08;09:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0098;F;44;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7526205248;2024-02-12;18:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0211;M;41;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8409439058;2024-02-10;16:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0173;M;48;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8409439058;2024-02-10;16:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0173;M;48;True;0;5;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;XS;None;False
V5358810377;2024-02-08;10:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0153;F;47;True;40;5;P030;55,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5358810377;2024-02-08;10:47;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0153;F;47;True;40;5;G030;10,0;10,0;Bonnet;Bonnet;Bonnet;M;None;False
V2429295546;2024-02-15;12:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0244;M;51;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V9412225174;2024-02-08;15:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0221;M;40;False;0;0;P034;84,94999999999999;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V4849259794;2024-02-20;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0265;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5470998703;2024-02-19;14:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0189;M;34;False;0;0;P035;121,91;135,45;New Balance;Basketball;Zoom;37;Pink;False
V6575085167;2024-02-12;10:15;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0032;F;37;True;0;13;P035;112,44999999999999;135,45;New Balance;Basketball;Zoom;37;Pink;False
V7189596720;2024-02-27;15:12;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0036;M;36;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9420147596;2024-02-28;17:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0125;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9420147596;2024-02-28;17:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0125;F;42;True;0;5;G030;10,0;10,0;Lacets;Lacets;Lacets;S;None;False
V8649130030;2024-02-03;10:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0169;F;37;False;0;0;P035;121,44999999999999;135,45;New Balance;Basketball;Zoom;37;Pink;False
V8649130030;2024-02-03;10:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0169;F;37;False;0;0;G035;10,0;10,0;Bonnet;Bonnet;Bonnet;L;None;False
V7885424891;2024-02-26;12:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7885424891;2024-02-26;12:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;True;0;5;G030;40,0;40,0;Lunettes;Lunettes;Lunettes;XL;None;False
V4388941601;2024-02-04;16:37;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0042;F;46;True;0;5;P030;41,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4388941601;2024-02-04;16:37;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0042;F;46;True;0;5;G030;30,0;30,0;Bonnet;Bonnet;Bonnet;L;None;False
V8708805117;2024-02-21;10:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;P030;36,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8708805117;2024-02-21;10:42;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;G030;10,0;10,0;Echarpe;Echarpe;Echarpe;XS;None;False
V5765770801;2024-02-26;17:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0066;M;35;True;0;16;P034;129,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V5765770801;2024-02-26;17:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0066;M;35;True;0;16;G034;40,0;40,0;Tee-short;Tee-short;Tee-short;XL;None;False
V9993549809;2024-02-14;16:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0106;M;36;True;0;11;P037;66,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V6939880715;2024-02-14;10:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0035;M;51;True;40;5;P030;55,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1270914067;2024-02-16;16:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0222;M;49;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3810047045;2024-02-23;18:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0219;F;42;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4777175972;2024-02-13;17:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0018;M;36;True;30;15;P031;149,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3283760422;2024-02-14;15:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0145;M;43;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V1368566922;2024-02-06;09:44;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0199;M;48;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V2600835714;2024-02-06;13:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0188;F;48;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2600835714;2024-02-06;13:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0188;F;48;True;10;5;G030;10,0;10,0;Bonnet;Bonnet;Bonnet;S;None;False
V7258111893;2024-02-10;16:15;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0183;M;60;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7258111893;2024-02-10;16:15;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0183;M;60;True;0;5;G030;20,0;20,0;Bonnet;Bonnet;Bonnet;XS;None;False
V1147059184;2024-02-20;11:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0281;F;37;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V6455261994;2024-02-26;15:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0036;M;36;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6642333635;2024-02-12;17:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0294;F;43;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6264249077;2024-02-24;11:39;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0062;M;52;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4459994421;2024-02-10;16:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0013;F;32;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V4459994421;2024-02-10;16:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0013;F;32;True;0;16;G034;10,0;10,0;Lunettes;Lunettes;Lunettes;S;None;False
V4459994421;2024-02-10;16:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0013;F;32;True;0;16;G034;10,0;10,0;Bonnet;Bonnet;Bonnet;XS;None;False
V4459994421;2024-02-10;16:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0013;F;32;True;0;16;G034;20,0;20,0;Lunettes;Lunettes;Lunettes;S;None;False
V4459994421;2024-02-10;16:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0013;F;32;True;0;16;G034;40,0;40,0;Echarpe;Echarpe;Echarpe;XL;None;False
V2105691451;2024-02-03;12:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0176;F;39;False;0;0;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
