sale_id;date;time;store_id;store_type;zone;surface;hypermarche;specialty_brands;open_time_int;open_to_clients_hours;open_days;foot_traffic_by_hour;daily_foot_traffic;nb_employees;employee_id;employee_profile;monthly_salary;anciennete_mois;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;favorite_brand;has_loyalty_card;customer_profile;loyalty_points_used;loyalty_points_earned;product_id;brand;category;model;color;size;price_sold;base_price;is_best_seller;total_discount_applied;discount_applied_profile;discount_value_fidelity;ajust_value_magasin;discount_val_month;%economise;hyper;open_time;year_month;CA_month
V8912176815;2024-01-17;16:17;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0300;F;45;;False;chasseur_de_promos;0;0;P040;New Balance;Running;Air;Deep Purple;43;102,16999999999999;145,95;False;0,0;0;0;5,0;0,0;30,0;;;2024-01;22264,43
V8431039134;2024-01-06;14:15;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0001;F;36;;True;chasseur_de_promos;10;15;P010;New Balance;Running;Flex;Red Blood;42;151,25;152,25;False;1,0;0;1;5,0;0,0;0,7;;;2024-01;22264,43
V8496395601;2024-01-06;13:40;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0112;F;34;;True;chasseur_de_promos;0;11;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8582172698;2024-01-25;13:57;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0258;F;41;;False;impulsif;0;0;P035;New Balance;Basketball;Zoom;Pink;37;135,45;135,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V2242324183;2024-01-04;14:43;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0005;F;28;;True;chasseur_de_promos;0;15;P031;New Balance;Casual;Flex;Brown Bear;42;127,25;152,25;False;25,0;25;0;5,0;0,0;16,4;;;2024-01;22264,43
V7803305404;2024-01-18;11:31;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0127;M;28;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V1651167735;2024-01-31;13:02;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0226;F;36;;True;impulsif;0;11;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V1651167735;2024-01-31;13:02;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0226;F;36;;True;impulsif;0;11;G037;Echarpe;Echarpe;Echarpe;None;L;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V8462088575;2024-01-18;14:50;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0040;M;50;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;55,29;59,75;True;4,46;0;0;5,0;4,46;7,5;;;2024-01;22264,43
V9210475474;2024-01-18;09:40;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0049;M;42;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V1025266498;2024-01-19;17:03;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0046;M;48;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;49,75;59,75;True;10,0;10;0;5,0;0,0;16,7;;;2024-01;22264,43
V6197156349;2024-01-01;17:25;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0060;F;25;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6197156349;2024-01-01;17:25;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0060;F;25;;True;impulsif;0;5;G030;Tee-short;Tee-short;Tee-short;None;S;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V8916468563;2024-01-01;13:21;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0240;M;25;;True;sneakerhead;0;15;P034;New Balance;Basketball;Zoom;Premium Black;39;150,25;166,95;False;0,0;0;0;5,0;0,0;10,0;;;2024-01;22264,43
V7369649236;2024-01-03;10:58;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0049;M;42;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8885963677;2024-01-29;18:21;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0166;F;33;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8885963677;2024-01-29;18:21;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0166;F;33;;True;sneakerhead;0;5;G030;Lunettes;Lunettes;Lunettes;None;S;10,0;10,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V3807553297;2024-01-04;11:33;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0192;M;23;;True;chasseur_de_promos;0;16;P034;New Balance;Basketball;Zoom;Premium Black;39;166,95;166,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8391220245;2024-01-29;18:55;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0162;M;33;;True;impulsif;0;11;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8391220245;2024-01-29;18:55;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0162;M;33;;True;impulsif;0;11;G037;Tee-short;Tee-short;Tee-short;None;L;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V1111189638;2024-01-02;14:49;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0105;M;37;;True;sneakerhead;0;16;P034;New Balance;Basketball;Zoom;Premium Black;39;166,95;166,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6089786891;2024-01-16;12:39;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6089786891;2024-01-16;12:39;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;;True;impulsif;0;5;G030;Bonnet;Bonnet;Bonnet;None;L;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V5311201316;2024-01-30;09:03;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0041;F;32;;False;chasseur_de_promos;0;0;P035;New Balance;Basketball;Zoom;Pink;37;135,45;135,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6338771458;2024-01-16;11:39;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0263;M;38;;False;impulsif;0;0;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6338771458;2024-01-16;11:39;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0263;M;38;;False;impulsif;0;0;G037;Bonnet;Bonnet;Bonnet;None;L;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V4327192755;2024-01-24;18:51;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0028;M;35;;False;impulsif;0;0;P031;New Balance;Casual;Flex;Brown Bear;42;88,25;152,25;False;64,0;64;0;5,0;0,0;42,0;;;2024-01;22264,43
V5499818015;2024-01-19;12:02;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0262;F;55;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;53,75;59,75;True;6,0;6;0;5,0;0,0;10,0;;;2024-01;22264,43
V5499818015;2024-01-19;12:02;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0262;F;55;;True;chasseur_de_promos;0;5;G030;Bonnet;Bonnet;Bonnet;None;S;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-01;22264,43
V1368447257;2024-01-19;09:49;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0294;F;43;;True;sneakerhead;0;14;P040;New Balance;Running;Air;Deep Purple;43;145,95;145,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V2357074100;2024-01-26;14:51;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0227;F;42;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V7077998169;2024-01-18;16:49;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0005;F;28;;True;chasseur_de_promos;0;14;P040;New Balance;Running;Air;Deep Purple;43;145,95;145,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V8510350818;2024-01-11;10:09;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0245;M;30;;False;chasseur_de_promos;0;0;P010;New Balance;Running;Flex;Red Blood;42;152,25;152,25;False;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V6221404770;2024-01-08;15:22;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0113;M;63;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-01;22264,43
V9742747002;2024-02-05;13:28;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0038;M;33;;True;impulsif;10;11;P037;New Balance;Running;Elite;Premium Black;41;113,45;114,45;False;1,0;0;1;5,0;0,0;0,9;;;2024-02;23197,829999999998
V9742747002;2024-02-05;13:28;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0038;M;33;;True;impulsif;10;11;G037;Tee-short;Tee-short;Tee-short;None;L;10,0;10,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V2896851414;2024-02-21;13:46;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0002;F;42;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V2896851414;2024-02-21;13:46;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0002;F;42;;True;chasseur_de_promos;0;5;G030;Echarpe;Echarpe;Echarpe;None;XL;30,0;30,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V4804380041;2024-02-09;17:21;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0008;F;42;;True;impulsif;0;11;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V7239515613;2024-02-26;14:18;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0242;F;38;;True;impulsif;0;14;P040;New Balance;Running;Air;Deep Purple;43;145,95;145,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V3288221107;2024-02-21;10:51;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0193;M;46;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V3288221107;2024-02-21;10:51;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0193;M;46;;True;impulsif;0;5;G030;Bonnet;Bonnet;Bonnet;None;S;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;;False;impulsif;0;0;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;;False;impulsif;0;0;G030;Tee-short;Tee-short;Tee-short;None;L;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V3090818667;2024-02-02;16:43;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0017;M;40;;False;impulsif;0;0;G030;Echarpe;Echarpe;Echarpe;None;L;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V2998869423;2024-02-21;11:18;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0070;F;40;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V2998869423;2024-02-21;11:18;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0070;F;40;;True;sneakerhead;0;5;G030;Lacets;Lacets;Lacets;None;XS;30,0;30,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V5141623342;2024-02-22;15:48;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0203;M;33;;False;impulsif;0;0;P040;New Balance;Running;Air;Deep Purple;43;145,95;145,95;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V5141623342;2024-02-22;15:48;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0203;M;33;;False;impulsif;0;0;G040;Lacets;Lacets;Lacets;None;S;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V1034881250;2024-02-17;14:47;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0018;M;36;;True;chasseur_de_promos;0;11;P037;New Balance;Running;Elite;Premium Black;41;114,45;114,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V1034881250;2024-02-17;14:47;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0018;M;36;;True;chasseur_de_promos;0;11;G037;Echarpe;Echarpe;Echarpe;None;XS;30,0;30,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V1342276356;2024-02-17;15:48;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0278;F;42;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V1342276356;2024-02-17;15:48;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0278;F;42;;True;sneakerhead;0;5;G030;Bonnet;Bonnet;Bonnet;None;S;10,0;10,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V4792806609;2024-02-03;18:01;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0155;M;60;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V2016530893;2024-02-05;14:58;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0115;M;36;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V7363929408;2024-02-19;14:52;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0061;M;42;;False;sneakerhead;0;0;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V7104339260;2024-02-02;11:56;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0093;M;33;;False;chasseur_de_promos;0;0;P031;New Balance;Casual;Flex;Brown Bear;42;152,25;152,25;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V9144466887;2024-02-01;12:51;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0232;F;44;;False;impulsif;0;0;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V9144466887;2024-02-01;12:51;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0232;F;44;;False;impulsif;0;0;G030;Bonnet;Bonnet;Bonnet;None;M;40,0;40,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V2498752310;2024-02-21;18:31;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0290;M;37;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V6370143966;2024-02-20;14:41;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0218;M;35;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V6395810355;2024-02-23;17:01;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0089;F;32;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V6395810355;2024-02-23;17:01;S01;Premium;Centre-ville;50;;['New Balance'];;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0089;F;32;;True;sneakerhead;0;5;G030;Bonnet;Bonnet;Bonnet;None;XS;20,0;20,0;False;0,0;0;0;0,0;0,0;0,0;non;9,0;2024-02;23197,829999999998
V9146091911;2024-02-19;11:29;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0004;Blasé;2600;246;2006-01-09;Manager;0,21;0,79;C0260;F;54;;False;impulsif;0;0;P035;New Balance;Basketball;Zoom;Pink;37;135,45;135,45;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V4403225849;2024-02-21;10:12;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0013;F;32;;True;impulsif;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V2356222737;2024-02-07;14:11;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0159;M;33;;True;chasseur_de_promos;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;52,75;59,75;True;7,0;7;0;5,0;0,0;11,7;;;2024-02;23197,829999999998
V6421839197;2024-02-07;14:52;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0045;M;38;;False;sneakerhead;0;0;P031;New Balance;Casual;Flex;Brown Bear;42;114,19;152,25;False;38,06;0;0;5,0;38,06;25,0;;;2024-02;23197,829999999998
V2166062707;2024-02-12;14:19;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0002;Requin;2900;127;2015-10-11;Salesforce;0,05;0,95;C0094;M;42;;True;sneakerhead;0;5;P030;New Balance;Casual;Elite;Sunny Yellow;30;59,75;59,75;True;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V1821573081;2024-02-25;12:11;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0005;Expérimenté;2800;106;2017-07-01;Salesforce;0,05;0,95;C0291;F;48;;False;chasseur_de_promos;0;0;P031;New Balance;Casual;Flex;Brown Bear;42;152,25;152,25;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V5963507899;2024-02-26;10:49;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0001;Jeune prometteur;2000;45;2022-07-17;Salesforce;0,12;0,88;C0062;M;52;;True;sneakerhead;0;15;P010;New Balance;Running;Flex;Red Blood;42;152,25;152,25;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
V7500852821;2024-02-10;09:18;S01;Premium;Centre-ville;50;non;['New Balance'];9,0;9h/18h;open 6/7;6;54;5;E0003;Jeune prometteur;2100;67;2020-09-04;Salesforce;0,13;0,87;C0078;F;34;;False;impulsif;0;0;P010;New Balance;Running;Flex;Red Blood;42;152,25;152,25;False;0,0;0;0;5,0;0,0;0,0;;;2024-02;23197,829999999998
