sale_id;line_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;product_kind;price_sold;tva_rate;price_ht;tva_amount;loyalty_discount_ttc;gross_price_ttc_before_loyalty;base_price;brand;category;model;size;color;is_best_seller
V004834;L0006351;2024-01-10;11:30;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0156;F;20;true;0;11;P016;shoe;118,23;0,2;98,53;19,7;0;118,23;118,23;New Balance;Running;Flex;42;Premium Black;false
V004835;L0006352;2024-01-18;17:50;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0300;F;38;true;0;14;P059;shoe;149,51;0,2;124,59;24,92;0;149,51;166;Nike;Limited Edition;Max;30;Deep Purple;true
V004836;L0006353;2024-01-11;16:02;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0106;F;31;true;0;12;P069;shoe;125,09;0,2;104,24;20,85;0;125,09;157,74;Nike;Limited Edition;Air;42;White;false
V004837;L0006354;2024-01-03;17:30;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0129;F;32;true;0;14;P060;shoe;149,85;0,2;124,88;24,97;0;149,85;157,74;Nike;Limited Edition;Zoom;38;Deep Blue;false
V004838;L0006355;2024-01-09;09:12;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0068;F;18;true;0;14;P044;shoe;145,92;0,2;121,6;24,32;0;145,92;166;Puma;Limited Edition;Zoom;38;Gold;true
V004839;L0006356;2024-01-11;13:33;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0285;M;16;true;0;9;P029;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;41;Deep Blue;false
V004840;L0006357;2024-01-31;16:48;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0308;M;31;false;0;0;P063;shoe;123,51;0,2;102,93;20,58;0;123,51;123,51;Reebok;Basketball;Elite;45;Black;false
V004841;L0006358;2024-01-11;10:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0343;M;48;false;0;0;P010;shoe;107,55;0,2;89,63;17,92;0;107,55;107,55;Reebok;Casual;Elite;33;Pink;false
V004841;L0006359;2024-01-11;10:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0343;M;48;false;0;0;P045;shoe;102,96;0,2;85,8;17,16;0;102,96;102,96;Reebok;Training;Elite;33;Brown Bear;false
V004842;L0006360;2024-01-23;10:58;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0200;F;22;true;0;16;P080;shoe;166;0,2;138,33;27,67;0;166;166;Reebok;Limited Edition;Elite;39;Deep Blue;true
V004843;L0006361;2024-01-31;11:32;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0151;F;16;false;0;0;P029;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;41;Deep Blue;false
V004844;L0006362;2024-01-17;10:51;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0318;M;24;false;0;0;P078;shoe;93,08;0,2;77,57;15,51;0;93,08;93,08;Reebok;Casual;Elite;32;Brown Bear;false
V004845;L0006363;2024-01-24;11:22;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0129;F;32;true;0;12;P048;shoe;122;0,2;101,67;20,33;0;122;122;Puma;Trail;Pro;39;Premium Black;false
V004846;L0006364;2024-01-25;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0342;F;40;true;0;22;P015;shoe;93,23;0,2;77,69;15,54;0;93,23;114,65;Puma;Basketball;Air;36;Electric Blue;false
V004846;L0006365;2024-01-25;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0342;F;40;true;0;22;P081;shoe;128,78;0,2;107,32;21,46;0;128,78;159,22;Puma;Limited Edition;Zoom;36;Classic Grey;false
V004847;L0006366;2024-01-03;14:26;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0194;F;25;true;0;11;P062;shoe;110,64;0,2;92,2;18,44;0;110,64;110,64;Reebok;Training;Zoom;31;Gold;false
V004848;L0006367;2024-01-04;16:48;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0100;M;31;true;0;21;P016;shoe;118,23;0,2;98,53;19,7;0;118,23;118,23;New Balance;Running;Flex;42;Premium Black;false
V004848;L0006368;2024-01-04;16:48;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0100;M;31;true;0;21;P037;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;42;Light Green;false
V004849;L0006369;2024-01-03;12:36;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0338;M;19;true;0;15;P038;shoe;153,32;0,2;127,77;25,55;0;153,32;153,32;Puma;Limited Edition;Elite;32;Black;false
V004850;L0006370;2024-01-17;14:52;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0280;M;16;true;0;11;P031;shoe;115,42;0,2;96,18;19,24;0;115,42;115,42;New Balance;Trail;Max;38;Electric Blue;false
V004851;L0006371;2024-01-17;16:21;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0228;M;17;true;232;10;P008;shoe;93,8;0,2;78,17;15,63;23,2;117;117;Reebok;Training;Max;42;White;true
V004851;L0006372;2024-01-17;16:21;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0228;M;17;true;232;10;A012;accessory;8,82;0,2;7,35;1,47;0;8,82;8,82;Accessoire;Lacets;Lacets;S;White;false
V004852;L0006373;2024-01-29;11:47;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0292;M;41;true;0;18;P060;shoe;157,74;0,2;131,45;26,29;0;157,74;157,74;Nike;Limited Edition;Zoom;38;Deep Blue;false
V004852;L0006374;2024-01-29;11:47;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0292;M;41;true;0;18;A011;accessory;24,7;0,2;20,58;4,12;0;24,7;35,28;Accessoire;Casquette;Casquette;L;White;false
V004853;L0006375;2024-01-26;17:03;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0118;M;49;true;0;11;P028;shoe;115;0,2;95,83;19,17;0;115;115;Reebok;Casual;Air;32;Gold;false
V004854;L0006376;2024-01-04;17:49;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0328;F;27;true;224;8;P086;shoe;81,6;0,2;68;13,6;22,4;104;104;New Balance;Basketball;Flex;32;Deep Blue;true
V004855;L0006377;2024-01-30;15:38;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0171;F;42;false;0;0;P079;shoe;77,48;0,2;64,57;12,91;0;77,48;110,69;Puma;Trail;Pro;43;Sunny Yellow;false
V004856;L0006378;2024-02-02;12:15;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0306;F;31;true;0;16;P020;shoe;166;0,2;138,33;27,67;0;166;166;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V004857;L0006379;2024-02-23;17:46;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0297;F;39;true;0;16;P080;shoe;166;0,2;138,33;27,67;0;166;166;Reebok;Limited Edition;Elite;39;Deep Blue;true
V004858;L0006380;2024-02-06;15:46;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0066;F;38;true;0;15;P069;shoe;157,74;0,2;131,45;26,29;0;157,74;157,74;Nike;Limited Edition;Air;42;White;false
V004859;L0006381;2024-02-06;17:39;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0230;F;37;true;0;11;P017;shoe;112,32;0,2;93,6;18,72;0;112,32;112,32;Reebok;Running;Elite;45;Classic Grey;false
V004860;L0006382;2024-02-23;10:32;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0035;M;32;false;0;0;P031;shoe;115,42;0,2;96,18;19,24;0;115,42;115,42;New Balance;Trail;Max;38;Electric Blue;false
V004860;L0006383;2024-02-23;10:32;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0035;M;32;false;0;0;P087;shoe;166;0,2;138,33;27,67;0;166;166;New Balance;Limited Edition;Flex;38;Black;false
V004861;L0006384;2024-02-14;15:55;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0220;F;34;false;0;0;P021;shoe;94,4;0,2;78,67;15,73;0;94,4;94,4;Nike;Training;Flex;43;Red Blood;false
V004862;L0006385;2024-02-19;11:59;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0066;F;38;true;0;19;P060;shoe;157,74;0,2;131,45;26,29;0;157,74;157,74;Nike;Limited Edition;Zoom;38;Deep Blue;false
V004862;L0006386;2024-02-19;11:59;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0066;F;38;true;0;19;A011;accessory;35,28;0,2;29,4;5,88;0;35,28;35,28;Accessoire;Casquette;Casquette;L;White;false
V004863;L0006387;2024-02-13;16:37;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0007;F;39;true;0;9;P079;shoe;90,25;0,2;75,21;15,04;0;90,25;110,69;Puma;Trail;Pro;43;Sunny Yellow;false
V004864;L0006388;2024-02-19;16:38;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0264;M;40;true;0;10;P057;shoe;102,96;0,2;85,8;17,16;0;102,96;102,96;New Balance;Training;Max;33;Pink;false
V004865;L0006389;2024-02-14;15:49;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0074;F;16;true;174;8;P028;shoe;89,99;0,2;74,99;15;17,4;107,39;115;Reebok;Casual;Air;32;Gold;false
V004866;L0006390;2024-02-29;12:22;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0164;F;38;false;0;0;P024;shoe;99,83;0,2;83,19;16,64;0;99,83;105,08;New Balance;Trail;Zoom;40;Classic Grey;false
V004866;L0006391;2024-02-29;12:22;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0164;F;38;false;0;0;P075;shoe;98;0,2;81,67;16,33;0;98;98;New Balance;Trail;Zoom;40;Light Green;true
V004867;L0006392;2024-02-09;16:30;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0208;F;28;true;157;15;P044;shoe;150,3;0,2;125,25;25,05;15,7;166;166;Puma;Limited Edition;Zoom;38;Gold;true
V004868;L0006393;2024-02-16;14:52;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0239;M;43;false;0;0;P031;shoe;98,11;0,2;81,76;16,35;0;98,11;115,42;New Balance;Trail;Max;38;Electric Blue;false
V004869;L0006394;2024-02-13;09:11;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0130;M;58;true;0;11;P008;shoe;117;0,2;97,5;19,5;0;117;117;Reebok;Training;Max;42;White;true
V004870;L0006395;2024-02-13;09:20;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0185;F;16;true;0;24;P069;shoe;157,74;0,2;131,45;26,29;0;157,74;157,74;Nike;Limited Edition;Air;42;White;false
V004870;L0006396;2024-02-13;09:20;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0185;F;16;true;0;24;P025;shoe;91;0,2;75,83;15,17;0;91;91;Nike;Casual;Air;42;Red Blood;true
V004871;L0006397;2024-02-28;16:47;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0055;F;25;false;0;0;P049;shoe;93,6;0,2;78;15,6;0;93,6;104;New Balance;Basketball;Air;30;Sunny Yellow;false
V004872;L0006398;2024-02-14;14:33;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0252;F;34;true;465;11;P060;shoe;111,24;0,2;92,7;18,54;46,5;157,74;157,74;Nike;Limited Edition;Zoom;38;Deep Blue;false
V004873;L0006399;2024-02-22;11:24;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0162;F;29;true;0;10;P010;shoe;107,55;0,2;89,63;17,92;0;107,55;107,55;Reebok;Casual;Elite;33;Pink;false
V004874;L0006400;2024-02-12;09:17;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0281;F;30;true;0;10;P010;shoe;107,55;0,2;89,63;17,92;0;107,55;107,55;Reebok;Casual;Elite;33;Pink;false
V004875;L0006401;2024-02-09;12:46;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0341;M;38;true;0;11;P005;shoe;98;0,2;81,67;16,33;0;98;98;Reebok;Trail;Air;32;White;false
V004875;L0006402;2024-02-09;12:46;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0341;M;38;true;0;11;A008;accessory;15,88;0,2;13,23;2,65;0;15,88;17,64;Accessoire;Bonnet;Bonnet;XL;Classic Grey;false
V004876;L0006403;2024-02-28;14:36;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0311;F;54;false;0;0;P010;shoe;107,55;0,2;89,63;17,92;0;107,55;107,55;Reebok;Casual;Elite;33;Pink;false
V004877;L0006404;2024-02-02;15:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0383;F;51;false;0;0;P024;shoe;105,08;0,2;87,57;17,51;0;105,08;105,08;New Balance;Trail;Zoom;40;Classic Grey;false
V004878;L0006405;2024-02-19;10:12;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0084;F;19;true;0;9;P005;shoe;98;0,2;81,67;16,33;0;98;98;Reebok;Trail;Air;32;White;false
V004879;L0006406;2024-02-08;15:23;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0135;F;28;true;0;9;P070;shoe;93,17;0,2;77,64;15,53;0;93,17;93,17;Nike;Casual;Max;40;Pink;true
V004880;L0006407;2024-02-26;17:23;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0276;F;21;false;0;0;P084;shoe;119,38;0,2;99,48;19,9;0;119,38;119,38;Puma;Basketball;Zoom;39;Brown Bear;false
V004881;L0006408;2024-02-12;14:48;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0362;F;45;false;0;0;P046;shoe;122;0,2;101,67;20,33;0;122;122;Puma;Trail;Flex;38;Deep Purple;false
V004882;L0006409;2024-02-02;15:34;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0065;F;58;true;0;9;P085;shoe;93;0,2;77,5;15,5;0;93;93;Puma;Training;Elite;30;Light Green;false
V004883;L0006410;2024-02-07;11:06;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0186;M;33;false;0;0;P087;shoe;166;0,2;138,33;27,67;0;166;166;New Balance;Limited Edition;Flex;38;Black;false
V004883;L0006411;2024-02-07;11:06;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0186;M;33;false;0;0;P031;shoe;92,98;0,2;77,48;15,5;0;92,98;115,42;New Balance;Trail;Max;38;Electric Blue;false
V004884;L0006412;2024-02-01;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0088;F;41;true;0;9;P042;shoe;95,3;0,2;79,42;15,88;0;95,3;112,12;Puma;Training;Pro;39;Red Blood;false
V004885;L0006413;2024-02-07;15:04;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0360;F;30;true;0;22;P037;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;42;Light Green;false
V004885;L0006414;2024-02-07;15:04;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0360;F;30;true;0;22;P016;shoe;118,23;0,2;98,53;19,7;0;118,23;118,23;New Balance;Running;Flex;42;Premium Black;false
V004885;L0006415;2024-02-07;15:04;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0360;F;30;true;0;22;A003;accessory;10,58;0,2;8,82;1,76;0;10,58;13,23;Accessoire;Sac de sport;Sac de sport;L;Classic Grey;false
V004886;L0006416;2024-02-15;09:25;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0366;F;22;true;0;12;P070;shoe;93,17;0,2;77,64;15,53;0;93,17;93,17;Nike;Casual;Max;40;Pink;true
V004886;L0006417;2024-02-15;09:25;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0366;F;22;true;0;12;A011;accessory;35,28;0,2;29,4;5,88;0;35,28;35,28;Accessoire;Casquette;Casquette;L;White;false
V004887;L0006418;2024-02-01;12:43;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0025;F;27;false;0;0;P008;shoe;117;0,2;97,5;19,5;0;117;117;Reebok;Training;Max;42;White;true
V004888;L0006419;2024-02-19;12:53;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0398;F;16;true;0;15;P081;shoe;159,22;0,2;132,68;26,54;0;159,22;159,22;Puma;Limited Edition;Zoom;36;Classic Grey;false
V004889;L0006420;2024-02-26;13:53;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0400;F;53;true;0;13;P084;shoe;104,3;0,2;86,92;17,38;0;104,3;119,38;Puma;Basketball;Zoom;39;Brown Bear;false
V004889;L0006421;2024-02-26;13:53;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0400;F;53;true;0;13;A001;accessory;31,77;0,2;26,48;5,29;0;31,77;35,28;Accessoire;Sac de sport;Sac de sport;S;Black;false
V004890;L0006422;2024-02-22;16:31;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0016;2342;2016-05-06;Sales;0,23;0,77;C0295;F;34;true;0;10;P057;shoe;102,96;0,2;85,8;17,16;0;102,96;102,96;New Balance;Training;Max;33;Pink;false
V004891;L0006423;2024-02-29;12:03;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0366;F;22;true;283;6;P021;shoe;66,1;0,2;55,08;11,02;28,3;94,4;94,4;Nike;Training;Flex;43;Red Blood;false
V004892;L0006424;2024-02-14;11:21;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0364;M;26;true;0;26;P044;shoe;166;0,2;138,33;27,67;0;166;166;Puma;Limited Edition;Zoom;38;Gold;true
V004892;L0006425;2024-02-14;11:21;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0364;M;26;true;0;26;P046;shoe;97,6;0,2;81,33;16,27;0;97,6;122;Puma;Trail;Flex;38;Deep Purple;false
V004893;L0006426;2024-02-01;12:55;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0356;F;16;true;0;16;P059;shoe;166;0,2;138,33;27,67;0;166;166;Nike;Limited Edition;Max;30;Deep Purple;true
V004894;L0006427;2024-02-15;16:13;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0099;M;31;false;0;0;P081;shoe;159,22;0,2;132,68;26,54;0;159,22;159,22;Puma;Limited Edition;Zoom;36;Classic Grey;false
V004895;L0006428;2024-02-29;13:11;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0042;F;24;true;0;16;P080;shoe;166;0,2;138,33;27,67;0;166;166;Reebok;Limited Edition;Elite;39;Deep Blue;true
V004896;L0006429;2024-02-05;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0331;F;33;true;0;7;P067;shoe;76,85;0,2;64,04;12,81;0;76,85;91;Puma;Casual;Flex;44;Deep Blue;false
V004897;L0006430;2024-02-29;10:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0178;F;48;true;0;18;P020;shoe;166;0,2;138,33;27,67;0;166;166;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V004897;L0006431;2024-02-29;10:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0178;F;48;true;0;18;A008;accessory;17,64;0,2;14,7;2,94;0;17,64;17,64;Accessoire;Bonnet;Bonnet;XL;Classic Grey;false
V004898;L0006432;2024-02-26;16:42;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0014;2255;2013-12-01;Sales;0,23;0,77;C0136;M;35;true;0;9;P005;shoe;98;0,2;81,67;16,33;0;98;98;Reebok;Trail;Air;32;White;false
V004899;L0006433;2024-02-20;12:15;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0006;M;48;true;0;11;P052;shoe;116,25;0,2;96,88;19,37;0;116,25;116,25;New Balance;Training;Pro;45;Electric Blue;false
V004900;L0006434;2024-02-19;12:05;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0067;M;33;false;0;0;P047;shoe;98;0,2;81,67;16,33;0;98;98;Nike;Trail;Zoom;44;Black;false
V004901;L0006435;2024-02-23;14:32;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0397;M;16;true;0;9;P029;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;41;Deep Blue;false
V004902;L0006436;2024-02-06;10:57;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0115;F;39;true;0;16;P059;shoe;166;0,2;138,33;27,67;0;166;166;Nike;Limited Edition;Max;30;Deep Purple;true
V004903;L0006437;2024-02-14;11:14;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0092;F;44;false;0;0;P009;shoe;119,08;0,2;99,23;19,85;0;119,08;119,08;Puma;Basketball;Max;31;Brown Bear;false
V004904;L0006438;2024-02-19;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0193;F;37;false;0;0;P004;shoe;97,55;0,2;81,29;16,26;0;97,55;114,93;Reebok;Casual;Pro;44;Premium Black;false
V004904;L0006439;2024-02-19;13:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0193;F;37;false;0;0;A006;accessory;22,05;0,2;18,38;3,67;0;22,05;22,05;Accessoire;Tee-shirt;Tee-shirt;L;Black;false
V004905;L0006440;2024-02-08;15:04;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0013;2078;2019-03-27;Sales;0,18;0,82;C0167;F;16;true;0;11;P008;shoe;117;0,2;97,5;19,5;0;117;117;Reebok;Training;Max;42;White;true
V004906;L0006441;2024-02-15;10:09;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0166;M;37;true;0;12;P063;shoe;123,51;0,2;102,93;20,58;0;123,51;123,51;Reebok;Basketball;Elite;45;Black;false
V004907;L0006442;2024-02-28;09:18;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0410;M;46;true;0;16;P020;shoe;166;0,2;138,33;27,67;0;166;166;New Balance;Limited Edition;Zoom;39;Electric Blue;false
V004908;L0006443;2024-02-08;17:11;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0267;M;21;true;0;9;P037;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;42;Light Green;false
V004909;L0006444;2024-02-16;15:14;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0015;2082;2022-02-03;Manager;0,11;0,89;C0304;M;50;true;0;9;P037;shoe;96;0,2;80;16;0;96;96;New Balance;Running;Pro;42;Light Green;false
V004910;L0006445;2024-02-06;12:58;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0287;M;43;false;0;0;P075;shoe;98;0,2;81,67;16,33;0;98;98;New Balance;Trail;Zoom;40;Light Green;true
V004911;L0006446;2024-02-22;15:15;S03;Discount;Centre-ville;124;9h/18h;open 5/7;22;E0012;2066;2022-09-18;Sales;0,16;0,84;C0164;F;38;false;0;0;P085;shoe;93;0,2;77,5;15,5;0;93;93;Puma;Training;Elite;30;Light Green;false
